PassageID,LineNum,PartA,PartB,PartC,PartD,CorrectAnswer,Explanation
Story_43_TheDragon,10,Go away',he seemed,to,grumble.,A,Missing exclamation mark in Part A: 'away'' should be 'away!'.
Story_43_TheDragon,11,We ran,back down,"the,",hill.,C,"Extra comma inserted in Part C: 'the,'."
Story_43_TheDragon,12,We were,safe,at,last.,A,"Capitalization error in Part A: 'We' should be 'we' (Wait, previous line end 'hill.' so 'We' is correct. Let's insert error: 'we')."
Story_43_TheDragon_Rev,12,we were,safe,at,last.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_44_AutumnWalk,1,The leaves,turned red,and,gold.,N,No error.
Story_44_AutumnWalk,2,it was,autumn,time,again.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_44_AutumnWalk,3,The wind,blew the,"leaves,",down.,C,"Extra comma inserted in Part C: 'leaves,'."
Story_44_AutumnWalk,4,Lets catch,them',shouted,Mia.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_44_AutumnWalk,5,We ran,around,the,garden.,N,No error.
Story_44_AutumnWalk,6,I caught,a big,brown,One.,D,Capitalization error in Part D: 'One' should be 'one'.
Story_44_AutumnWalk,7,It was,crunchy,and,dry,D,Missing full stop in Part D: 'dry' should be 'dry.'.
Story_44_AutumnWalk,8,Dad raked,them into,a huge,pile.,N,No error.
Story_44_AutumnWalk,9,Jump in',he told,us,smiling.,A,"Missing punctuation in Part A: 'in!'' or 'in,'."
Story_44_AutumnWalk,10,We jumped,"right in,",the,middle.,B,"Extra comma inserted in Part B: 'in,'."
Story_44_AutumnWalk,11,Leaves flew,Everywhere,in the,air.,B,Capitalization error in Part B: 'Everywhere' should be 'everywhere'.
Story_44_AutumnWalk,12,It was,the best,game,ever.,N,No error.
Story_45_SwimmingRace,1,The swimming,pool was,loud and,busy.,N,No error.
Story_45_SwimmingRace,2,I stood,on the,Diving,block.,C,Capitalization error in Part C: 'Diving' should be 'diving'.
Story_45_SwimmingRace,3,On your,marks',shouted,Mr Lee.,B,"Missing punctuation in Part B: 'marks,' or 'marks!'."
Story_45_SwimmingRace,4,The whistle,blew I,dived,in.,B,Run-on sentence in Part B: 'blew. I'.
Story_45_SwimmingRace,5,The water,felt cold,on my,skin.,N,No error.
Story_45_SwimmingRace,6,I swam,"fast, down",the,lane.,B,"Extra comma inserted in Part B: 'fast,'."
Story_45_SwimmingRace,7,People cheered,from the,side,Seats.,D,Capitalization error in Part D: 'Seats' should be 'seats'.
Story_45_SwimmingRace,8,I touched,the wall,at the,end,D,Missing full stop in Part D: 'end' should be 'end.'.
Story_45_SwimmingRace,9,Well done',said Mum,hugging,me.,A,"Missing punctuation in Part A: 'done!' or 'done,'."
Story_45_SwimmingRace,10,I had,won a,"gold,",medal.,C,"Extra comma inserted in Part C: 'gold,'."
Story_45_SwimmingRace,11,I felt,very,proud,today.,N,No error.
Story_45_SwimmingRace,12,It was,a great,race,for me.,A,"Capitalization error in Part A: 'It' should be 'It' (Wait, text is 'It'. Error should be 'it')."
Story_45_SwimmingRace_Rev,12,it was,a great,race,for me.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_46_LostCake,1,Mum baked,a big,cake,yesterday.,N,No error.
Story_46_MissingCake,2,She put,it on,The,table.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_46_MissingCake,3,Do not,eat it',she,said.,B,"Missing punctuation in Part B: 'it!' or 'it,'."
Story_46_MissingCake,4,I went,outside,to play,ball.,N,No error.
Story_46_MissingCake,5,When I,came back,it was,gone.,B,"Missing comma in Part B: 'back' should be 'back,'."
Story_46_MissingCake,6,Who ate,the cake',asked,Mum.,B,Missing question mark in Part B: 'cake'' should be 'cake?'.
Story_46_MissingCake,7,We looked,at the,dog,Rover,D,Missing full stop in Part D: 'Rover' should be 'Rover.'.
Story_46_MissingCake,8,He had,icing on,"his,",nose.,C,"Extra comma inserted in Part C: 'his,'."
Story_46_MissingCake,9,Bad dog',said Mum,crossly,to him.,A,"Missing punctuation in Part A: 'dog!' or 'dog,'."
Story_46_MissingCake,10,Rover wagged,his tail,slowly,he was,D,Run-on sentence in Part D: 'slowly. He'.
Story_46_MissingCake,11,sorry we,had no,cake for,tea.,A,Run-on sentence in Part A: 'sorry. We'.
Story_46_MissingCake,12,It was,Rovers,fault,really.,B,Apostrophe error in Part B: 'Rovers' should be 'Rover's'.
Story_47_ThemeParkFun,1,We drove,to the,theme,park.,N,No error.
Story_47_ThemeParkFun,2,It was,very busy,"and,",loud.,C,"Extra comma inserted in Part C: 'and,'."
Story_47_ThemeParkFun,3,Lets go,on the,coaster',said Ben.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_47_ThemeParkFun,4,We stood,in the,long,queue.,N,No error.
Story_47_ThemeParkFun,5,Finally it,was our,turn,to go.,A,"Missing comma in Part A: 'Finally' should be 'Finally,'."
Story_47_ThemeParkFun,6,We sat,in the,Front,seats.,C,Capitalization error in Part C: 'Front' should be 'front'.
Story_47_ThemeParkFun,7,Hold on,tight',shouted,the man.,B,"Missing punctuation in Part B: 'tight!' or 'tight,'."
Story_47_ThemeParkFun,8,The car,went up,very,high.,N,No error.
Story_47_ThemeParkFun,9,We screamed,as we,went,down,D,Missing full stop in Part D: 'down' should be 'down.'.
Story_47_ThemeParkFun,10,It was,"scary, but",good,fun.,B,"Extra comma inserted in Part B: 'scary,' (before conjunction 'but' in simple sentence)."
Story_47_ThemeParkFun,11,Ben felt,Sick,after,the ride.,B,Capitalization error in Part B: 'Sick' should be 'sick'.
Story_47_ThemeParkFun,12,We ate,lunch,on a,bench.,N,No error.
Story_48_FoggyDay,1,The fog,was thick,this,morning.,N,No error.
Story_48_FoggyDay,2,I could,"not see,",the,gate.,B,"Extra comma inserted in Part B: 'see,'."
Story_48_FoggyDay,3,Be careful',said Mum,holding,my hand.,A,"Missing punctuation in Part A: 'careful!' or 'careful,'."
Story_48_FoggyDay,4,Cars drove,slowly,"with lights,",on.,C,"Extra comma inserted in Part C: 'lights,'."
Story_48_FoggyDay,5,The street,looked,very,strange.,N,No error.
Story_48_FoggyDay,6,It is,like a,ghost,town' I said.,D,"Missing punctuation in Part D: 'town,' I said."
Story_48_FoggyDay,7,Sounds were,Quiet,and,muffled.,B,Capitalization error in Part B: 'Quiet' should be 'quiet'.
Story_48_FoggyDay,8,We walked,to the,school,gates,D,Missing full stop in Part D: 'gates' should be 'gates.'.
Story_48_FoggyDay,9,my friends,were,waiting,there.,A,Capitalization error in Part A: 'my' should be 'My'.
Story_48_FoggyDay,10,I hate,fog',said,Sam.,B,"Missing punctuation in Part B: 'fog!' or 'fog,'."
Story_48_FoggyDay,11,The bell,rang for,"us to,",go in.,C,"Extra comma inserted in Part C: 'to,'."
Story_48_FoggyDay,12,We went,inside,the warm,hall.,N,No error.
Story_49_ArtClass,1,We painted,pictures,at school,today.,N,No error.
Story_49_ArtClass,2,Use bright,colours',said,Mrs Hall.,B,"Missing punctuation in Part B: 'colours,'."
Story_49_ArtClass,3,I chose,red blue,and,green.,B,"Missing comma in list in Part B: 'red, blue'."
Story_49_ArtClass,4,i painted,a big,house,and garden.,A,Capitalization error in Part A: 'i' should be 'I'.
Story_49_ArtClass,5,That is,lovely',she,said.,B,"Missing punctuation in Part B: 'lovely!' or 'lovely,'."
Story_49_ArtClass,6,Sam painted,a dog,on his,paper.,N,No error.
Story_49_ArtClass,7,It looked,like a,messy,blob,D,Missing full stop in Part D: 'blob' should be 'blob.'.
Story_49_ArtClass,8,He spilled,water on,The,floor.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_49_ArtClass,9,Oh dear',he cried,looking,sad.,A,"Missing punctuation in Part A: 'dear!' or 'dear,'."
Story_49_ArtClass,10,We helped,him clean,"it,",up.,C,"Extra comma inserted in Part C: 'it,'."
Story_49_ArtClass,11,Our hands,were,covered in,paint.,N,No error.
Story_49_ArtClass,12,It was,a fun,art,lesson,D,Missing full stop in Part D: 'lesson' should be 'lesson.'.
Story_50_FoxSpotting,1,I saw,a fox,in the,garden.,N,No error.
Story_50_FoxSpotting,2,It had,a bushy,orange,tail,D,Missing full stop in Part D: 'tail' should be 'tail.'.
Story_50_FoxSpotting,3,Look Mum',I,whispered,quietly.,A,"Missing comma in Part A: 'Look, Mum'."
Story_50_FoxSpotting,4,The fox,"stood,",very,still.,B,"Extra comma inserted in Part B: 'stood,'."
Story_50_FoxSpotting,5,It was,looking,at the,bin.,N,No error.
Story_50_FoxSpotting,6,It tipped,it over,with it's,nose.,C,Apostrophe error in Part C: 'it's' should be 'its'.
Story_50_FoxSpotting,7,Rubbish fell,out on,The,grass.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_50_FoxSpotting,8,Go away',shouted,Mum,loudly.,A,"Missing punctuation in Part A: 'away!' or 'away,'."
Story_50_FoxSpotting,9,The fox,"ran,",to the,fence.,B,"Extra comma inserted in Part B: 'ran,'."
Story_50_FoxSpotting,10,It jumped,over,in a,flash.,N,No error.
Story_50_FoxSpotting,11,We picked,up the,messy,litter,D,Missing full stop in Part D: 'litter' should be 'litter.'.
Story_50_FoxSpotting,12,Foxes are,very,Cheeky,animals.,C,Capitalization error in Part C: 'Cheeky' should be 'cheeky'.
Story_51_Stargazing,1,Dad bought,a new,telescope,today.,N,No error.
Story_51_Stargazing,2,We set,"it up,",in the,garden.,B,"Extra comma inserted in Part B: 'up,'."
Story_51_Stargazing,3,The sky,was clear,And,dark.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_51_Stargazing,4,Look through,here',he,said.,B,"Missing comma in Part B: 'here'' should be 'here,'."
Story_51_Stargazing,5,I closed,one eye,and,looked.,N,No error.
Story_51_Stargazing,6,I saw,the moon,very,clearly,D,Missing full stop in Part D: 'clearly' should be 'clearly.'.
Story_51_Stargazing,7,It had,craters,on it's,face.,C,Apostrophe error in Part C: 'it's' should be 'its'.
Story_51_Stargazing,8,That is,amazing',I,whispered.,B,"Missing punctuation in Part B: 'amazing!' or 'amazing,'."
Story_51_Stargazing,9,we looked,at the,stars,too.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_51_Stargazing,10,They shone,like bright,diamonds,above.,N,No error.
Story_51_Stargazing,11,"It was,",very cold,out,there.,A,"Extra comma inserted in Part A: 'was,'."
Story_51_Stargazing,12,We went,inside to,get,warm,D,Missing full stop in Part D: 'warm' should be 'warm.'.
Story_52_RomanDay,1,We dressed,up as,Romans,today.,N,No error.
Story_52_RomanDay,2,I made,a shield,from,card,D,Missing full stop in Part D: 'card' should be 'card.'.
Story_52_RomanDay,3,March left,right',shouted,Sir.,B,"Missing punctuation in Part B: 'right!' or 'right,'."
Story_52_RomanDay,4,We marched,"around,",the,hall.,B,"Extra comma inserted in Part B: 'around,'."
Story_52_RomanDay,5,My shield,was big,And,heavy.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_52_RomanDay,6,Ben wore,a shiny,helmet,on top.,N,No error.
Story_52_RomanDay,7,it fell,over his,eyes,suddenly.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_52_RomanDay,8,I cant,see',he,cried.,A,Apostrophe error in Part A: 'cant' should be 'can't'.
Story_52_RomanDay,9,We all,"laughed,",at,him.,B,"Extra comma inserted in Part B: 'laughed,'."
Story_52_RomanDay,10,Sir helped,him fix,"it,",properly.,C,"Extra comma inserted in Part C: 'it,'."
Story_52_RomanDay,11,We learned,about,Roman,roads.,N,No error.
Story_52_RomanDay,12,It was,a good,history,lesson,D,Missing full stop in Part D: 'lesson' should be 'lesson.'.
Story_53_Seaside,1,We went,to the,rock,pools.,N,No error.
Story_53_Seaside,2,The tide,was out,very,far,D,Missing full stop in Part D: 'far' should be 'far.'.
Story_53_Seaside,3,Look in,here',said,Dad.,B,"Missing punctuation in Part B: 'here!' or 'here,'."
Story_53_Seaside,4,I saw,a little,Crab,hiding.,C,Capitalization error in Part C: 'Crab' should be 'crab'.
Story_53_Seaside,5,it walked,sideways,across,the sand.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_53_Seaside,6,Mind it's,claws',warned,Dad.,A,Apostrophe error in Part A: 'it's' should be 'its'.
Story_53_Seaside,7,We found,a starfish,too.,It was,N,No error.
Story_53_Seaside,8,orange and,bumpy,on top,I touched,D,Run-on sentence in Part D: 'top. I'.
Story_53_Seaside,9,it gently,with my,finger,it felt,D,Run-on sentence in Part D: 'finger. It'.
Story_53_Seaside,10,hard,We put,it back,in.,B,"Capitalization error in Part B: 'We' should be 'we' (after 'hard' which follows run on? No, 'hard' ends sentence 9. So 'We' is correct. Let's make error B: 'we' (lowercase)."
Story_53_Seaside_Rev,10,hard,we put,it back,in.,B,Capitalization error in Part B: 'we' should be 'We'.
Story_53_Seaside,11,The sea,"came back,",in,later.,B,"Extra comma inserted in Part B: 'back,'."
Story_53_Seaside,12,We went,home for,tea.,The End.,N,No error.
Story_54_CarWash,1,Dad asked,me to,help,him.,N,No error.
Story_54_CarWash,2,Wash the,car',he,said.,B,"Missing comma in Part B: 'car'' should be 'car,'."
Story_54_CarWash,3,I got,a bucket,Of,water.,C,Capitalization error in Part C: 'Of' should be 'of'.
Story_54_CarWash,4,I used,a big,yellow,Sponge.,D,Capitalization error in Part D: 'Sponge' should be 'sponge'.
Story_54_CarWash,5,I washed,the wheels,first,they were,D,Run-on sentence in Part D: 'first. They'.
Story_54_CarWash,6,muddy,Dad washed,the,windows.,B,Run-on sentence in Part B: 'muddy. Dad'.
Story_54_CarWash,7,He sprayed,me with,The,hose.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_54_CarWash,8,Stop it',I shouted,laughing,loudly.,A,Missing exclamation mark in Part A: 'it'' should be 'it!'.
Story_54_CarWash,9,I was,"soaked,",from head,to toe.,B,"Extra comma inserted in Part B: 'soaked,'."
Story_54_CarWash,10,The car,looked,very,shiny.,N,No error.
Story_54_CarWash,11,"Dad, gave",me a,pound,coin.,A,"Extra comma inserted in Part A: 'Dad,'."
Story_54_CarWash,12,I was,happy,to,help.,N,No error.
Story_55_GardenCamp,1,We camped,in the,garden,tonight.,N,No error.
Story_55_GardenCamp,2,Dad put,up the,tent,for us,D,Missing full stop in Part D: 'us' should be 'us.'.
Story_55_GardenCamp,3,It was,green and,small,we got,D,Run-on sentence in Part D: 'small. We'.
Story_55_GardenCamp,4,inside,"with our,",sleeping,bags.,B,"Extra comma inserted in Part B: 'our,'."
Story_55_GardenCamp,5,I am,excited',said,Ben.,B,"Missing punctuation in Part B: 'excited!' or 'excited,'."
Story_55_GardenCamp,6,We used,torches to,"see in,",the dark.,C,"Extra comma inserted in Part C: 'in,'."
Story_55_GardenCamp,7,shadows,danced on,the,walls.,A,Capitalization error in Part A: 'shadows' should be 'Shadows'.
Story_55_GardenCamp,8,Did you,hear that',asked,Ben.,B,Missing question mark in Part B: 'that'' should be 'that?'.
Story_55_GardenCamp,9,It is,just a,cat',I said.,C,"Missing comma in Part C: 'cat'' should be 'cat,'."
Story_55_GardenCamp,10,We ate,biscuits,in,bed.,N,No error.
Story_55_GardenCamp,11,It was,fun but,"hard to,",sleep.,C,"Extra comma inserted in Part C: 'to,'."
Story_55_GardenCamp,12,We went,inside,at,midnight.,N,No error.
Story_56_MagicShop,1,The shop,was full,of magic,things.,N,No error.
Story_56_MagicShop,2,There were,wands and,jars of,Slime.,D,Capitalization error in Part D: 'Slime' should be 'slime'.
Story_56_MagicShop,3,Look at,this',said,Harry.,B,Missing exclamation mark in Part B: 'this'' should be 'this!'.
Story_56_MagicShop,4,He held,a blue,"glass,",bottle.,C,"Extra comma inserted in Part C: 'glass,'."
Story_56_MagicShop,5,"Smoke,",swirled,inside,it.,A,"Extra comma inserted in Part A: 'Smoke,'."
Story_56_MagicShop,6,Do not,open it',said the,man.,B,"Missing punctuation in Part B: 'it!' or 'it,'."
Story_56_MagicShop,7,Harry put,it down,very,quickly.,N,No error.
Story_56_MagicShop,8,We bought,some,Tricks,instead.,C,Capitalization error in Part C: 'Tricks' should be 'tricks'.
Story_56_MagicShop,9,I got,invisible,ink,to use,D,Missing full stop in Part D: 'use' should be 'use.'.
Story_56_MagicShop,10,harry got,a joke,book,too.,A,Capitalization error in Part A: 'harry' should be 'Harry'.
Story_56_MagicShop,11,We ran,"home,",to try,them.,B,"Extra comma inserted in Part B: 'home,'."
Story_56_MagicShop,12,It was,a magic,day,out.,N,No error.
Story_57_PlaneRide,1,We went,to the,airport,early.,N,No error.
Story_57_PlaneRide,2,The plane,was big,and,white,D,Missing full stop in Part D: 'white' should be 'white.'.
Story_57_PlaneRide,3,Have you,got passports',asked,Dad.,B,Missing question mark in Part B: 'passports'' should be 'passports?'.
Story_57_PlaneRide,4,I held,mine,"in my,",hand.,C,"Extra comma inserted in Part C: 'my,'."
Story_57_PlaneRide,5,We waited,in a,long,queue.,N,No error.
Story_57_PlaneRide,6,I looked,out of,the,Window.,D,Capitalization error in Part D: 'Window' should be 'window'.
Story_57_PlaneRide,7,planes were,taking,off,fast.,A,Capitalization error in Part A: 'planes' should be 'Planes'.
Story_57_PlaneRide,8,Look there',I shouted,pointing,up.,A,"Missing punctuation in Part A: 'there!'' or 'there,'."
Story_57_PlaneRide,9,A jet,"flew,",into the,clouds.,B,"Extra comma inserted in Part B: 'flew,'."
Story_57_PlaneRide,10,It was,very,Loud,indeed.,C,Capitalization error in Part C: 'Loud' should be 'loud'.
Story_57_PlaneRide,11,Our gate,"opened,",at,last.,B,"Extra comma inserted in Part B: 'opened,'."
Story_57_PlaneRide,12,We walked,onto,the,plane.,N,No error.
Story_58_BirdSpotting,1,We hid,in the,bushes,quietly.,N,No error.
Story_58_BirdSpotting,2,Dad had,his,Binoculars,ready.,C,Capitalization error in Part C: 'Binoculars' should be 'binoculars'.
Story_58_BirdSpotting,3,Be very,still',he,whispered.,A,"Missing punctuation in Part A: 'still'' should be 'still,'."
Story_58_BirdSpotting,4,A small,bird,"flew,",down.,C,"Extra comma inserted in Part C: 'flew,'."
Story_58_BirdSpotting,5,It had,a red,chest,and beak,D,Missing full stop in Part D: 'beak' should be 'beak.'.
Story_58_BirdSpotting,6,'It is,a robin',said,Dad.,B,"Missing comma in Part B: 'robin'' should be 'robin,'."
Story_58_BirdSpotting,7,It ate,a worm,from the,ground.,N,No error.
Story_58_BirdSpotting,8,Then it,flew,back to,it's nest.,D,Apostrophe error in Part D: 'it's' should be 'its'.
Story_58_BirdSpotting,9,we saw,three,blue,eggs.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_58_BirdSpotting,10,Dont touch,them',said,Dad.,A,Apostrophe error in Part A: 'Dont' should be 'Don't'.
Story_58_BirdSpotting,11,We left,"them,",alone,there.,B,"Extra comma inserted in Part B: 'them,'."
Story_58_BirdSpotting,12,It was,good to,see,nature.,N,No error.
Story_59_NewFriend,1,A new,boy came,to our,class.,N,No error.
Story_59_NewFriend,2,His name,was Tom,he sat,by me.,C,Run-on sentence in Part C: 'Tom. He'.
Story_59_NewFriend,3,Hello Tom',I said,to,him.,A,"Missing comma in Part A: 'Hello, Tom'."
Story_59_NewFriend,4,He looked,shy and,did not,speak.,N,No error.
Story_59_NewFriend,5,At break,we played,football,outside.,A,"Missing comma in Part A: 'At break' should be 'At break,'."
Story_59_NewFriend,6,Tom was,"very,",good at,it.,B,"Extra comma inserted in Part B: 'very,'."
Story_59_NewFriend,7,He scored,a goal,For our,team.,C,Capitalization error in Part C: 'For' should be 'for'.
Story_59_NewFriend,8,Well done',I shouted,giving,a high five.,A,Missing exclamation mark in Part A: 'done'' should be 'done!'.
Story_59_NewFriend,9,Tom smiled,at me,"happily,",then.,C,"Extra comma inserted in Part C: 'happily,'."
Story_59_NewFriend,10,We are,friends,now,I think,D,Missing full stop in Part D: 'think' should be 'think.'.
Story_59_NewFriend,11,He sits,with us,at,lunch.,N,No error.
Story_59_NewFriend,12,School is,More fun,with,him.,B,Capitalization error in Part B: 'More' should be 'more'.
Story_60_CatRescue,1,My cat,"got stuck,",in a,tree.,B,"Extra comma inserted in Part B: 'stuck,'."
Story_60_CatRescue,2,She climbed,too high,"up,",it.,C,"Extra comma inserted in Part C: 'up,'."
Story_60_CatRescue,3,Meow',she cried,looking,down.,A,"Missing punctuation in Part A: 'Meow!'' or 'Meow,'."
Story_60_CatRescue,4,Dad got,the long,ladder,out.,N,No error.
Story_60_CatRescue,5,He climbed,up to,Get,her.,C,Capitalization error in Part C: 'Get' should be 'get'.
Story_60_CatRescue,6,Come here',he said,reaching,out.,A,"Missing comma in Part A: 'here'' should be 'here,'."
Story_60_CatRescue,7,The cat,jumped,onto his,shoulder.,N,No error.
Story_60_CatRescue,8,He brought,her down,"safe,",and sound.,C,"Extra comma inserted in Part C: 'safe,'."
Story_60_CatRescue,9,Good girl',I said,stroking,her.,A,"Missing comma in Part A: 'girl'' should be 'girl,'."
Story_60_CatRescue,10,She purred,Loudly,at,me.,B,Capitalization error in Part B: 'Loudly' should be 'loudly'.
Story_60_CatRescue,11,We gave,her a,treat,to eat,D,Missing full stop in Part D: 'eat' should be 'eat.'.
Story_60_CatRescue,12,She stayed,on the,ground,after.,N,No error.
Story_61_TheAttic,1,I found,a key,in the,attic.,N,No error.
Story_61_TheAttic,2,It was,"old, rusty",and,heavy.,B,"Extra comma inserted in Part B: 'rusty,'."
Story_61_TheAttic,3,What does,it open',I,wondered.,B,Missing question mark in Part B: 'open'' should be 'open?'.
Story_61_TheAttic,4,There was,a large,wooden,chest.,N,No error.
Story_61_TheAttic,5,It had,a silver,Lock on,the front.,C,Capitalization error in Part C: 'Lock' should be 'lock'.
Story_61_TheAttic,6,I put,the key,in the,hole.,N,No error.
Story_61_TheAttic,7,It turned,with a,loud,click,D,Missing full stop in Part D: 'click' should be 'click.'.
Story_61_TheAttic,8,I lifted,"the heavy,",lid,slowly.,B,"Extra comma inserted in Part B: 'heavy,'."
Story_61_TheAttic,9,Inside,were old,clothes,and books.,A,"Missing comma after fronted adverbial in Part A: 'Inside' should be 'Inside,'."
Story_61_TheAttic,10,Look at,this',I said,aloud.,B,Missing exclamation mark in Part B: 'this'' should be 'this!'.
Story_61_TheAttic,11,I found,a blue,"velvet,",hat.,C,"Extra comma inserted in Part C: 'velvet,'."
Story_61_TheAttic,12,it was,very,dusty,indeed.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_62_MowingLawn,1,The sun,shone on,the,garden.,N,No error.
Story_62_MowingLawn,2,Dad was,mowing,the,grass,D,Missing full stop in Part D: 'grass' should be 'grass.'.
Story_62_MowingLawn,3,Can I,help you',asked,Sam.,B,Missing question mark in Part B: 'you'' should be 'you?'.
Story_62_MowingLawn,4,Yes you,can',said,Dad.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_62_MowingLawn,5,Sam got,the big,rake,out.,N,No error.
Story_62_MowingLawn,6,He raked,up the,Cut,grass.,C,Capitalization error in Part C: 'Cut' should be 'cut'.
Story_62_MowingLawn,7,It smelled,fresh,"and,",green.,C,"Extra comma inserted in Part C: 'and,'."
Story_62_MowingLawn,8,Good job',said Dad,smiling,at him.,A,Missing exclamation mark in Part A: 'job'' should be 'job!'.
Story_62_MowingLawn,9,They sat,on the,bench,together.,N,No error.
Story_62_MowingLawn,10,Mum brought,out a,jug of,juice,D,Missing full stop in Part D: 'juice' should be 'juice.'.
Story_62_MowingLawn,11,It was,"cold, and",very,sweet.,B,"Extra comma inserted in Part B: 'cold,'."
Story_62_MowingLawn,12,we drank,it all,up,fast.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_63_DarkStorm,1,Dark clouds,filled,the,sky.,N,No error.
Story_63_DarkStorm,2,Wind blew,the trees,"very,",hard.,C,"Extra comma inserted in Part C: 'very,'."
Story_63_DarkStorm,3,It is,raining',shouted,Tom.,B,Missing exclamation mark in Part B: 'raining'' should be 'raining!'.
Story_63_DarkStorm,4,We ran,inside,The,house.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_63_DarkStorm,5,Rain hit,the window,pane,loudly,D,Missing full stop in Part D: 'loudly' should be 'loudly.'.
Story_63_DarkStorm,6,I am,scared',said,Tom.,B,"Missing comma in Part B: 'scared'' should be 'scared,'."
Story_63_DarkStorm,7,Dont be,silly',I said,to him.,A,Apostrophe error in Part A: 'Dont' should be 'Don't'.
Story_63_DarkStorm,8,We sat,by the,warm,fire.,N,No error.
Story_63_DarkStorm,9,Mum read,us a,"funny,",story.,C,"Extra comma inserted in Part C: 'funny,'."
Story_63_DarkStorm,10,It was,about a,lost,bear.,N,No error.
Story_63_DarkStorm,11,The storm,stopped,later,that day,D,Missing full stop in Part D: 'day' should be 'day.'.
Story_63_DarkStorm,12,The sun,came out,Before,bed.,C,Capitalization error in Part C: 'Before' should be 'before'.
Story_64_MuseumDay,1,We went,to the,museum,today.,N,No error.
Story_64_MuseumDay,2,We saw,old bones,And,rocks.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_64_MuseumDay,3,Look at,this',said,Ben.,B,"Missing punctuation in Part B: 'this!' or 'this,'."
Story_64_MuseumDay,4,It was,"a huge,",dinosaur,bone.,B,"Extra comma inserted in Part B: 'huge,'."
Story_64_MuseumDay,5,Do not,touch it',said the,guard.,B,"Missing punctuation in Part B: 'it!' or 'it,'."
Story_64_MuseumDay,6,Ben put,his hand,down,fast,D,Missing full stop in Part D: 'fast' should be 'fast.'.
Story_64_MuseumDay,7,We walked,to the,gift,shop.,N,No error.
Story_64_MuseumDay,8,"I, bought",a rubber,and a,pen.,A,"Extra comma inserted in Part A: 'I,'."
Story_64_MuseumDay,9,Ben bought,a toy,dinosaur,egg.,N,No error.
Story_64_MuseumDay,10,We ate,our lunch,outside,in the Sun.,D,Capitalization error in Part D: 'Sun' should be 'sun'.
Story_64_MuseumDay,11,it was,a very,good,day.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_64_MuseumDay,12,I was,tired,"on, the",bus.,C,"Extra comma inserted in Part C: 'on,'."
Story_65_ShoeShopping,1,Mum took,me to,the,shops.,N,No error.
Story_65_ShoeShopping,2,I needed,new shoes,"for,",school.,C,"Extra comma inserted in Part C: 'for,'."
Story_65_ShoeShopping,3,Do you,like these',asked,Mum.,B,Missing question mark in Part B: 'these'' should be 'these?'.
Story_65_ShoeShopping,4,They were,black,and,shiny,D,Missing full stop in Part D: 'shiny' should be 'shiny.'.
Story_65_ShoeShopping,5,Can I,try them',I,asked.,B,Missing question mark in Part B: 'them'' should be 'them?'.
Story_65_ShoeShopping,6,Yes you,can',she,said.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_65_ShoeShopping,7,I put,them on,my,feet.,N,No error.
Story_65_ShoeShopping,8,They felt,"very,",good,to wear.,B,"Extra comma inserted in Part B: 'very,'."
Story_65_ShoeShopping,9,We went,to pay,at the,desk.,N,No error.
Story_65_ShoeShopping,10,Mum got,her purse,from her,Bag.,D,Capitalization error in Part D: 'Bag' should be 'bag'.
Story_65_ShoeShopping,11,we walked,home,with the,box.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_65_ShoeShopping,12,I ran,fast,in my,new shoes,D,Missing full stop in Part D: 'shoes' should be 'shoes.'.
Story_66_MakingCookies,1,We made,cookies,at home,today.,N,No error.
Story_66_MakingCookies,2,Dad got,the flour,and,sugar,D,Missing full stop in Part D: 'sugar' should be 'sugar.'.
Story_66_MakingCookies,3,Mix it,up',he,said.,B,"Missing punctuation in Part B: 'up!' or 'up,'."
Story_66_MakingCookies,4,I used,"a big,",wooden,spoon.,B,"Extra comma inserted in Part B: 'big,'."
Story_66_MakingCookies,5,We rolled,the dough,out,flat.,N,No error.
Story_66_MakingCookies,6,I cut,out a,Star,shape.,C,Capitalization error in Part C: 'Star' should be 'star'.
Story_66_MakingCookies,7,Dad put,them in,"the,",oven.,C,"Extra comma inserted in Part C: 'the,'."
