id,image_file_name,correct_answer,explanation,difficulty_level
NVR_FA_221,fractal_v2_1.png,C,The logic is: The outer container is ignored. The inner shape (hexagon) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_222,fractal_v2_3.png,B,The logic is: The outer container is ignored. The inner shape (hexagon) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_223,fractal_v2_4.png,C,The logic is: The outer container is ignored. The inner shape (square) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_224,fractal_v2_6.png,D,The logic is: The outer container is ignored. The inner shape (triangle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_225,fractal_v2_8.png,A,The logic is: The outer container is ignored. The inner shape (square) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_226,fractal_v2_9.png,C,The logic is: The outer container is ignored. The inner shape (circle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_227,fractal_v2_10.png,A,The logic is: The outer container is ignored. The inner shape (hexagon) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_228,fractal_v2_11.png,B,The logic is: The outer container is ignored. The inner shape (triangle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_229,fractal_v2_12.png,E,The logic is: The outer container is ignored. The inner shape (square) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_230,fractal_v2_13.png,E,The logic is: The outer container is ignored. The inner shape (circle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_231,fractal_v2_17.png,B,The logic is: The outer container is ignored. The inner shape (triangle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_232,fractal_v2_18.png,E,The logic is: The outer container is ignored. The inner shape (circle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_233,fractal_v2_19.png,A,The logic is: The outer container is ignored. The inner shape (circle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_234,fractal_v2_20.png,E,The logic is: The outer container is ignored. The inner shape (circle) is enlarged and created using smaller versions of itself.,Easy
NVR_FA_235,q23_boundary_1.png,A,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_236,q23_boundary_2.png,B,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_237,q23_boundary_3.png,C,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_238,q23_boundary_4.png,E,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_239,q23_boundary_5.png,D,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_240,q23_boundary_6.png,E,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_241,q23_boundary_7.png,C,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_242,q23_boundary_8.png,C,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_243,q23_boundary_9.png,C,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_244,q23_boundary_10.png,C,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_245,q23_boundary_11.png,D,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_246,q23_boundary_12.png,D,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_247,q23_boundary_13.png,E,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_248,q23_boundary_14.png,D,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_249,q23_boundary_15.png,A,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_250,q23_boundary_16.png,E,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_251,q23_boundary_17.png,D,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_252,q23_boundary_18.png,B,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_253,q23_boundary_19.png,C,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_254,q23_boundary_20.png,C,1. Rotate 90 degrees clockwise. 2. Small shape moves BEHIND (overlapping boundary). 3. Large shape becomes double-struck.,Easy
NVR_FA_255,q24_partial_1.png,E,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_256,q24_partial_2.png,B,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_257,q24_partial_3.png,C,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_258,q24_partial_4.png,D,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_259,q24_partial_5.png,E,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_260,q24_partial_6.png,A,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_261,q24_partial_7.png,B,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_262,q24_partial_8.png,C,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_263,q24_partial_9.png,B,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_264,q24_partial_10.png,C,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_265,q24_partial_11.png,D,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_266,q24_partial_12.png,D,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_267,q24_partial_13.png,B,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_268,q24_partial_14.png,C,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_269,q24_partial_15.png,E,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_270,q24_partial_16.png,D,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_271,q24_partial_17.png,C,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_272,q24_partial_18.png,E,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_273,q24_partial_19.png,D,"1. The outer rows swap places, while the middle remains unchanged. 2. The border changes from thick to double.",Medium
NVR_FA_274,q24_partial_20.png,E,"1. The outer columns swap places, while the middle remains unchanged. 2. The border changes from thin to thick.",Medium
NVR_FA_275,q25_sym_1.png,C,1. The pentagon shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_276,q25_sym_2.png,E,1. The arrowhead shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_277,q25_sym_3.png,A,1. The arrowhead shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_278,q25_sym_4.png,D,1. The kite shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_279,q25_sym_5.png,C,1. The kite shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_280,q25_sym_6.png,A,1. The arrowhead shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_281,q25_sym_7.png,B,1. The triangle shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_282,q25_sym_8.png,C,1. The pentagon shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_283,q25_sym_9.png,A,1. The arrowhead shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_284,q25_sym_10.png,C,1. The triangle shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_285,q25_sym_11.png,B,1. The shield shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_286,q25_sym_12.png,D,1. The triangle shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_287,q25_sym_13.png,D,1. The kite shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_288,q25_sym_14.png,D,1. The kite shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_289,q25_sym_15.png,B,1. The shield shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_290,q25_sym_16.png,E,1. The arrowhead shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_291,q25_sym_17.png,A,1. The triangle shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_292,q25_sym_18.png,C,1. The triangle shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_293,q25_sym_19.png,E,1. The kite shape rotates 90 degrees anti-clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_294,q25_sym_20.png,B,1. The triangle shape rotates 90 degrees clockwise. 2. The shading in the quarters swaps.,Medium
NVR_FA_295,q26_lowpoly_1.png,D,1. The figure rotates 45 degrees clockwise. 2. White becomes Black.,Medium
NVR_FA_296,q26_lowpoly_2.png,E,1. The figure rotates 90 degrees clockwise. 2. Black becomes White.,Medium
NVR_FA_297,q26_lowpoly_3.png,B,1. The figure rotates 135 degrees clockwise. 2. Black becomes White.,Medium
NVR_FA_298,q26_lowpoly_4.png,D,1. The figure rotates 45 degrees anti-clockwise. 2. Black becomes White.,Medium
NVR_FA_299,q26_lowpoly_5.png,B,1. The figure rotates 135 degrees clockwise. 2. Black becomes White.,Medium
NVR_FA_300,q26_lowpoly_6.png,B,1. The figure rotates 90 degrees anti-clockwise. 2. Black becomes White.,Medium
NVR_FA_301,q26_lowpoly_7.png,C,1. The figure rotates 45 degrees anti-clockwise. 2. White becomes Black.,Medium
NVR_FA_302,q26_lowpoly_8.png,A,1. The figure rotates 90 degrees anti-clockwise. 2. Black becomes White.,Medium
NVR_FA_303,q26_lowpoly_9.png,E,1. The figure rotates 90 degrees clockwise. 2. Black becomes White.,Medium
NVR_FA_304,q26_lowpoly_10.png,D,1. The figure rotates 45 degrees anti-clockwise. 2. Black becomes White.,Medium
NVR_FA_305,q26_lowpoly_11.png,E,1. The figure rotates 135 degrees clockwise. 2. Black becomes White.,Medium
NVR_FA_306,q26_lowpoly_12.png,C,1. The figure rotates 45 degrees clockwise. 2. Black becomes White.,Medium
NVR_FA_307,q26_lowpoly_13.png,A,1. The figure rotates 90 degrees anti-clockwise. 2. Black becomes White.,Medium
NVR_FA_308,q26_lowpoly_14.png,A,1. The figure rotates 90 degrees clockwise. 2. White becomes Black.,Medium
NVR_FA_309,q26_lowpoly_15.png,A,1. The figure rotates 90 degrees clockwise. 2. Black becomes White.,Medium
NVR_FA_310,q26_lowpoly_16.png,D,1. The figure rotates 45 degrees anti-clockwise. 2. Black becomes White.,Medium
NVR_FA_311,q26_lowpoly_17.png,B,1. The figure rotates 90 degrees clockwise. 2. White becomes Black.,Medium
NVR_FA_312,q26_lowpoly_18.png,B,1. The figure rotates 135 degrees clockwise. 2. White becomes Black.,Medium
NVR_FA_313,q26_lowpoly_19.png,C,1. The figure rotates 135 degrees anti-clockwise. 2. White becomes Black.,Medium
NVR_FA_314,q26_lowpoly_20.png,E,1. The figure rotates 45 degrees anti-clockwise. 2. Black becomes White.,Medium
NVR_FA_315,q27_unique_1.png,B,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_316,q27_unique_2.png,B,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a arrow. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_317,q27_unique_3.png,C,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_318,q27_unique_4.png,B,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 90 deg anti-clockwise.,Medium
NVR_FA_319,q27_unique_5.png,C,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a bar. 3. Rotate 90 deg clockwise.,Medium
NVR_FA_320,q27_unique_6.png,A,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a arrow. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_321,q27_unique_7.png,A,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 90 deg clockwise.,Medium
NVR_FA_322,q27_unique_8.png,D,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a arrow. 3. Rotate 90 deg clockwise.,Medium
NVR_FA_323,q27_unique_9.png,B,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 90 deg anti-clockwise.,Medium
NVR_FA_324,q27_unique_10.png,E,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a arrow. 3. Rotate 90 deg anti-clockwise.,Medium
NVR_FA_325,q27_unique_11.png,E,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a arrow. 3. Rotate 90 deg clockwise.,Medium
NVR_FA_326,q27_unique_12.png,E,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 90 deg clockwise.,Medium
NVR_FA_327,q27_unique_13.png,E,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a bar. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_328,q27_unique_14.png,E,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a bar. 3. Rotate 90 deg anti-clockwise.,Medium
NVR_FA_329,q27_unique_15.png,D,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_330,q27_unique_16.png,B,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a bar. 3. Rotate 90 deg anti-clockwise.,Medium
NVR_FA_331,q27_unique_17.png,C,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a bar. 3. Rotate 90 deg anti-clockwise.,Medium
NVR_FA_332,q27_unique_18.png,E,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a circle. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_333,q27_unique_19.png,A,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a bar. 3. Rotate 90 deg clockwise.,Medium
NVR_FA_334,q27_unique_20.png,A,1. Small shape moves to start of 2nd line. 2. End of 2nd line gets a arrow. 3. Rotate 180 deg anti-clockwise.,Medium
NVR_FA_335,q29_final_1.png,B,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_336,q29_final_2.png,D,1. The figure rotates 180 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_337,q29_final_3.png,A,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_338,q29_final_4.png,E,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_339,q29_final_8.png,D,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_340,q29_final_9.png,D,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_341,q29_final_11.png,D,1. The figure rotates 180 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_342,q29_final_12.png,D,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_343,q29_final_13.png,A,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_344,q29_final_14.png,A,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_345,q29_final_15.png,D,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_346,q29_final_17.png,D,1. The figure rotates 90 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_347,q29_final_19.png,A,1. The figure rotates 180 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_348,q29_final_20.png,D,1. The figure rotates 180 deg anti-clockwise. 2. The terminal symbols swap (Type A becomes Type B).,Medium
NVR_FA_349,q30_comp_1.png,B,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_350,q30_comp_2.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_351,q30_comp_3.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_352,q30_comp_4.png,D,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_353,q30_comp_5.png,A,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_354,q30_comp_6.png,B,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_355,q30_comp_7.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_356,q30_comp_8.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_357,q30_comp_9.png,A,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_358,q30_comp_10.png,D,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_359,q30_comp_11.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_360,q30_comp_12.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_361,q30_comp_13.png,D,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_362,q30_comp_14.png,B,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_363,q30_comp_15.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_364,q30_comp_16.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_365,q30_comp_17.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_366,q30_comp_18.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_367,q30_comp_19.png,A,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_368,q30_comp_20.png,A,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_369,q31_diagonal_1.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_370,q31_diagonal_2.png,A,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_371,q31_diagonal_3.png,C,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_372,q31_diagonal_4.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_373,q31_diagonal_5.png,C,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_374,q31_diagonal_6.png,D,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_375,q31_diagonal_7.png,A,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_376,q31_diagonal_8.png,D,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_377,q31_diagonal_9.png,D,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_378,q31_diagonal_10.png,D,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_379,q31_diagonal_11.png,C,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_380,q31_diagonal_12.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_381,q31_diagonal_13.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_382,q31_diagonal_14.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_383,q31_diagonal_15.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_384,q31_diagonal_16.png,D,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_385,q31_diagonal_17.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_386,q31_diagonal_18.png,B,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_387,q31_diagonal_19.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_388,q31_diagonal_20.png,B,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_389,q32_fixed_1.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_390,q32_fixed_2.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_391,q32_fixed_3.png,E,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_392,q32_fixed_4.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_393,q32_fixed_5.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_394,q32_fixed_6.png,D,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_395,q32_fixed_7.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_396,q32_fixed_8.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_397,q32_fixed_9.png,E,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_398,q32_fixed_10.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_399,q32_fixed_11.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_400,q32_fixed_12.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_401,q32_fixed_13.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_402,q32_fixed_14.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_403,q32_fixed_15.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_404,q32_fixed_16.png,E,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_405,q32_fixed_17.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_406,q32_fixed_18.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_407,q32_fixed_19.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_408,q32_fixed_20.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_409,q33_unique_1.png,D,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_410,q33_unique_2.png,E,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_411,q33_unique_3.png,A,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_412,q33_unique_4.png,A,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_413,q33_unique_5.png,E,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_414,q33_unique_6.png,E,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_415,q33_unique_7.png,E,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_416,q33_unique_8.png,B,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_417,q33_unique_9.png,C,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_418,q33_unique_10.png,E,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_419,q33_unique_11.png,C,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_420,q33_unique_12.png,B,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_421,q33_unique_13.png,B,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_422,q33_unique_14.png,E,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_423,q33_unique_15.png,E,1. The shape rotates 180 degrees anti-clockwise.,Hard
